CLIENTNUM,Income_Category,Total_Trans_Amt
711003483,$60K - $80K,15121
819628158,$60K - $80K,14544
712021233,$60K - $80K,9356
718288833,$40K - $60K,14643
708873183,$60K - $80K,15473
766224933,$80K - $120K,14428
720372483,Less than $40K,14624
712916958,Unknown,7026
708163758,$120K +,13085
716979183,$60K - $80K,15527
716480358,$60K - $80K,13814
800758233,$60K - $80K,8642
720413658,$120K +,15102
715832058,Less than $40K,14414
716323683,$80K - $120K,13177
819616383,Less than $40K,14748
771069033,$60K - $80K,14084
821241708,$80K - $120K,8670
716987358,$60K - $80K,5660
710300733,$120K +,13781
712497783,Less than $40K,14779
709259958,Less than $40K,9195
716296833,$80K - $120K,14042
715728108,Less than $40K,14330
771507258,Less than $40K,14474
779809908,Less than $40K,12739
816310158,$60K - $80K,14500
818235408,$60K - $80K,15634
709213458,$80K - $120K,7867
712238958,Less than $40K,15571
792139308,$40K - $60K,13345
718123608,$80K - $120K,16485
715369008,Less than $40K,15331
717556758,Less than $40K,14934
718252533,Less than $40K,7292
716340783,$80K - $120K,14441
717711108,Less than $40K,14511
789791808,$40K - $60K,14802
807971658,Less than $40K,13931
770220558,$60K - $80K,8004
818239983,$80K - $120K,13016
720306408,Less than $40K,12576
710771433,$80K - $120K,13991
717663033,$120K +,16428
721524858,Less than $40K,13139
708649683,$60K - $80K,15472
708770883,$80K - $120K,15301
708152358,$80K - $120K,8019
719210133,$60K - $80K,12779
714690633,Less than $40K,14212
712690458,Less than $40K,15982
716947083,$40K - $60K,14593
709075533,$80K - $120K,8607
712952283,$120K +,14474
718799958,Unknown,14336
718663983,Less than $40K,13140
714361083,Less than $40K,5843
714608583,$120K +,8392
710775483,$40K - $60K,14305
709410033,$80K - $120K,14952
717173358,$40K - $60K,14418
719773158,$80K - $120K,14270
771292233,Less than $40K,15867
756371058,Less than $40K,15315
709476033,$120K +,14229
788766933,$80K - $120K,14279
713550483,$60K - $80K,13767
709928358,$80K - $120K,8528
713895633,$40K - $60K,14324
718192608,$60K - $80K,13819
805485933,Less than $40K,14354
712517808,$60K - $80K,14830
780604083,$60K - $80K,16422
715311183,$60K - $80K,13557
712265508,$40K - $60K,8363
715051608,$60K - $80K,9183
757786608,$80K - $120K,16216
710019933,$40K - $60K,13720
812453283,$40K - $60K,13692
717439983,$80K - $120K,8293
827901183,Less than $40K,14593
708841233,$80K - $120K,8193
710663508,$40K - $60K,14763
716439258,$60K - $80K,13648
719610708,$120K +,14727
711706458,$80K - $120K,13311
712180308,$120K +,14755
802622733,$40K - $60K,14802
778832883,Less than $40K,13769
718023708,$40K - $60K,14625
718692258,$60K - $80K,14402
718357458,$60K - $80K,15282
714003483,$60K - $80K,15293
713632983,$80K - $120K,7886
711008508,$40K - $60K,13751
719612583,Unknown,8127
709514433,$80K - $120K,13209
815826708,$40K - $60K,14437
815520333,$60K - $80K,13513
718661958,$80K - $120K,13083
788980983,$80K - $120K,12192
714682233,$80K - $120K,14948
720736608,$60K - $80K,14109
718333983,$120K +,9040
772207683,Less than $40K,14459
714794133,$60K - $80K,14103
713686008,$60K - $80K,13041
717518733,Less than $40K,7106
712532058,$40K - $60K,15508
789666333,$60K - $80K,15581
711422358,$40K - $60K,14955
708510858,Less than $40K,15478
710155158,$80K - $120K,10201
713330133,Less than $40K,13299
714403983,$80K - $120K,13545
717047583,Less than $40K,8912
715694433,$60K - $80K,13958
793456983,$40K - $60K,13746
715742658,Less than $40K,12489
715518783,Less than $40K,13980
779514558,Less than $40K,13730
720017958,$40K - $60K,14224
712895733,$80K - $120K,8659
719039283,$40K - $60K,14080
716159958,$60K - $80K,14238
712195383,Less than $40K,14932
822885033,$60K - $80K,14731
716543433,$80K - $120K,15195
717403158,Less than $40K,14218
826065258,Unknown,16033
709397508,$60K - $80K,15738
720748608,$40K - $60K,7672
709823733,$40K - $60K,7507
713542908,Less than $40K,15645
720512433,$60K - $80K,7625
713671158,$120K +,15754
802449933,$40K - $60K,14912
716723658,Less than $40K,13625
710451708,$40K - $60K,14926
809540733,$80K - $120K,14327
716372358,Less than $40K,14133
710162133,$80K - $120K,9134
710878308,Less than $40K,7297
713975433,Less than $40K,14783
771244383,Less than $40K,14289
710405808,Less than $40K,14618
715542783,Less than $40K,13234
815840283,Less than $40K,16059
788908308,$40K - $60K,14227
789394833,$80K - $120K,13270
712609533,$80K - $120K,13432
710237283,Less than $40K,14211
770766633,Less than $40K,14054
823837158,$40K - $60K,15367
712123008,$60K - $80K,14532
711727083,$40K - $60K,14341
720033033,Unknown,13545
787723758,Less than $40K,14235
770926158,Less than $40K,13820
711360783,Less than $40K,15451
708285108,$40K - $60K,13505
718096608,Less than $40K,13836
719094333,$80K - $120K,13159
813764283,$80K - $120K,15657
713398158,$40K - $60K,15005
711227883,Less than $40K,15824
810040908,Less than $40K,16220
772640808,Less than $40K,14730
784907658,$80K - $120K,14463
718383183,Less than $40K,14397
721156758,$60K - $80K,13360
712010358,$80K - $120K,7567
719420058,$80K - $120K,16605
809459733,Less than $40K,13339
798783858,$40K - $60K,13082
711432258,$60K - $80K,7914
721294533,$80K - $120K,15143
718425333,$80K - $120K,14450
714294183,$80K - $120K,5385
714637908,Less than $40K,15445
708332808,$40K - $60K,14381
708354858,$120K +,8192
766649283,Unknown,13432
708301683,$80K - $120K,8038
713655108,Less than $40K,14220
714560358,$40K - $60K,13803
712113558,$80K - $120K,6549
710603958,$80K - $120K,14198
720597108,Less than $40K,8325
713810658,$60K - $80K,13152
721519908,Less than $40K,13306
719767683,$80K - $120K,8526
715321008,$120K +,7866
716655858,$80K - $120K,14036
778260108,$40K - $60K,14351
713986908,Unknown,16541
713269533,$80K - $120K,8847
708103608,$60K - $80K,15798
779067408,$60K - $80K,14280
761079783,$60K - $80K,7720
787518258,$120K +,9192
717631908,Less than $40K,8454
769396158,$80K - $120K,5107
713462508,Unknown,13289
716717733,Less than $40K,8918
709383933,$80K - $120K,8102
717283008,Unknown,15225
793449333,$80K - $120K,15190
710873583,$60K - $80K,14215
718486608,$120K +,13930
716748483,$40K - $60K,16208
715113933,$80K - $120K,8165
711160233,$40K - $60K,14551
715714458,$40K - $60K,8753
709615458,$120K +,15034
721402233,$120K +,15615
713691633,Less than $40K,15514
708866133,$80K - $120K,14545
757256358,$60K - $80K,15710
784868958,Unknown,13939
710845308,$80K - $120K,14892
712556433,$40K - $60K,15497
718947558,Unknown,15574
710303208,Less than $40K,15215
711720408,Less than $40K,15211
715808808,Unknown,13614
715076358,$80K - $120K,8463
718343058,Less than $40K,14161
769667583,$40K - $60K,8202
709013208,$80K - $120K,16101
716004258,$60K - $80K,17634
717724233,$80K - $120K,16732
719850933,$60K - $80K,13345
790131033,Less than $40K,14230
721211433,$60K - $80K,13784
721290708,$60K - $80K,15554
712107783,$60K - $80K,16132
818960133,$60K - $80K,13120
713560758,Less than $40K,13392
718579833,Less than $40K,13674
770977833,Less than $40K,16500
708721533,Less than $40K,13113
772300383,$40K - $60K,13420
751155783,$40K - $60K,15005
768457008,$40K - $60K,13355
716663808,Less than $40K,15443
712912233,Less than $40K,14222
717992433,$80K - $120K,14666
709971708,Unknown,9404
710153583,Less than $40K,9242
794132808,$40K - $60K,14585
720565458,$60K - $80K,6205
718612758,$120K +,15552
712438308,Unknown,16730
716238483,$80K - $120K,9138
718297683,Less than $40K,7597
712206033,$40K - $60K,16089
710904708,Less than $40K,15048
711190233,$40K - $60K,13804
710535708,$80K - $120K,14256
719118708,Less than $40K,9202
779333883,Less than $40K,8078
719805183,Less than $40K,15352
721220583,$40K - $60K,17390
713965683,$80K - $120K,17258
710667708,$60K - $80K,14018
718979733,$60K - $80K,16258
712104333,Less than $40K,14401
779920533,Less than $40K,15199
717480783,$80K - $120K,15152
709066983,$120K +,15214
718528008,Less than $40K,14432
712390683,$40K - $60K,15573
712966458,$80K - $120K,14807
709467183,$60K - $80K,15162
710529708,$60K - $80K,15140
789817833,Less than $40K,6793
712363158,$60K - $80K,14732
717060858,Less than $40K,8123
718060983,Less than $40K,14037
757291008,$80K - $120K,8964
819376683,$80K - $120K,15130
720458883,$60K - $80K,14524
708963258,$60K - $80K,8534
711746133,$120K +,9220
715249533,Unknown,13992
708522033,$60K - $80K,15060
708496833,Less than $40K,8970
751166508,$80K - $120K,14287
795218883,$60K - $80K,15312
710856558,Less than $40K,13989
721107258,Less than $40K,14192
710810883,$80K - $120K,14576
710895708,Less than $40K,7712
789200208,Unknown,13583
719859033,$40K - $60K,6439
713036208,$40K - $60K,15751
771769383,Less than $40K,14792
718316058,$60K - $80K,14826
710155983,$40K - $60K,8585
779571708,$60K - $80K,7993
718042383,$40K - $60K,15108
806649333,Unknown,13977
789280683,$120K +,13956
713318733,$60K - $80K,8376
709611183,Less than $40K,8241
712441308,Unknown,9865
709315383,Unknown,13575
710141208,Less than $40K,13300
711684408,Less than $40K,8527
715825458,$80K - $120K,6564
779808333,Less than $40K,15530
715989108,$80K - $120K,12841
714912408,$80K - $120K,14917
827683383,Less than $40K,16027
719595708,Unknown,15212
711566208,Less than $40K,14111
711161133,Less than $40K,9338
714586458,Less than $40K,16377
711523533,$60K - $80K,14781
756658083,$80K - $120K,17350
709247808,Less than $40K,14205
717135333,Unknown,13204
717457008,$40K - $60K,7991
711822933,$40K - $60K,14187
779037408,$40K - $60K,14637
709007883,Less than $40K,14540
714635883,Less than $40K,14881
779914383,$60K - $80K,14719
719582058,$80K - $120K,9102
708387933,Less than $40K,14357
717251508,$120K +,14127
710699283,$120K +,14567
709141908,$80K - $120K,16359
720356133,Unknown,14812
717788958,$80K - $120K,16464
778563858,Less than $40K,14512
716816583,$60K - $80K,14463
719841708,$80K - $120K,15180
708555633,Less than $40K,15157
714638883,$40K - $60K,14257
708197358,$80K - $120K,7784
757247808,Less than $40K,9495
820922733,$80K - $120K,14160
807977808,Less than $40K,13671
712863183,$40K - $60K,13819
713379258,Less than $40K,15925
710232483,Unknown,16908
710170758,$60K - $80K,8314
803421108,$80K - $120K,14374
792152283,$120K +,14378
717291333,$80K - $120K,15110
780511683,$40K - $60K,7869
772491333,Less than $40K,14738
719847108,$40K - $60K,8124
808045833,Less than $40K,15860
770205708,Less than $40K,15495
719379858,$80K - $120K,8549
709657533,$120K +,8260
798788958,$80K - $120K,14471
720011958,$60K - $80K,15763
708982158,Less than $40K,14802
710803983,$80K - $120K,14220
813153108,$80K - $120K,14565
712487883,$80K - $120K,9071
753220383,$120K +,8302
708340758,Less than $40K,8109
720852108,$120K +,16695
716728233,Less than $40K,14178
711863433,Less than $40K,15670
779422458,Less than $40K,16339
794530608,$80K - $120K,13264
720827133,Less than $40K,8132
767414808,Less than $40K,15017
718919433,Less than $40K,14973
708694983,Less than $40K,14750
719270358,$40K - $60K,15505
708462258,Less than $40K,16563
716721483,$40K - $60K,8696
799011558,$120K +,15740
710697408,Less than $40K,15471
710527533,$40K - $60K,8586
718531983,$80K - $120K,13810
715554708,$120K +,14949
718774533,$60K - $80K,15053
712337208,Unknown,13647
710026458,$40K - $60K,12575
768712383,$120K +,8173
711156858,Less than $40K,9819
719799033,$80K - $120K,14330
720788883,Unknown,15886
710306358,$40K - $60K,7995
758617233,Less than $40K,14781
720163458,$120K +,14521
708482658,$80K - $120K,15594
826148883,$120K +,14762
779055033,Less than $40K,8104
713118183,$40K - $60K,13117
714103083,$40K - $60K,14649
719547033,$80K - $120K,7957
720899058,$80K - $120K,13604
789432033,Less than $40K,7844
717214158,$40K - $60K,15475
715269483,$120K +,15473
718805733,$40K - $60K,13937
716482533,Less than $40K,14893
708319908,$80K - $120K,8667
711663858,Unknown,15862
716894658,Less than $40K,16824
714082308,$80K - $120K,8056
708082083,Less than $40K,15149
714820158,$40K - $60K,10211
713347608,Less than $40K,9442
721395633,$80K - $120K,15063
721438233,$40K - $60K,15580
713987808,Less than $40K,14970
801502008,$60K - $80K,14287
819051183,Unknown,16207
716002458,$40K - $60K,15691
718080558,Less than $40K,8798
788019483,$80K - $120K,14515
716151858,$80K - $120K,15372
717241233,Less than $40K,14112
713880633,$60K - $80K,8883
712374708,Unknown,14049
711398433,$60K - $80K,16736
715601808,$120K +,16692
720557883,Less than $40K,15240
708759408,$40K - $60K,15124
719430483,$120K +,14145
758753283,$120K +,7341
773172483,$40K - $60K,7463
721459008,$120K +,14885
710639658,$60K - $80K,9658
708996708,$80K - $120K,15584
713315433,$60K - $80K,15802
789890958,$40K - $60K,16230
789237333,$60K - $80K,15041
714136233,$120K +,8417
778888083,$40K - $60K,8697
710923533,$120K +,15611
709385133,Unknown,15572
716836308,Less than $40K,14791
720633558,Less than $40K,14786
712846458,$80K - $120K,14709
709399908,$40K - $60K,15026
772698783,Less than $40K,13988
771561183,$40K - $60K,7464
789008508,$80K - $120K,13999
720817533,$120K +,15559
717783483,Less than $40K,17038
718299933,$40K - $60K,15903
789074358,$60K - $80K,16856
712036383,$60K - $80K,9980
720618033,$40K - $60K,14829
720415833,$60K - $80K,14751
720385608,$80K - $120K,14314
709937583,Unknown,14220
770743983,$40K - $60K,15683
715671183,$80K - $120K,9045
709592808,Less than $40K,14470
773306658,$60K - $80K,15678
822084333,$80K - $120K,8219
711070683,$40K - $60K,13891
719329983,Unknown,13784
710190858,$40K - $60K,13804
708880683,$40K - $60K,13697
709332408,Less than $40K,13517
710751033,Less than $40K,8286
710679933,$80K - $120K,8660
710056758,$40K - $60K,15635
713520858,Less than $40K,16023
714710733,$80K - $120K,16557
716990883,$80K - $120K,15260
718298733,$80K - $120K,14134
717174558,Less than $40K,7733
714543633,Less than $40K,8024
715756683,$80K - $120K,15237
719400108,$80K - $120K,14319
710463408,$80K - $120K,15627
708245808,$60K - $80K,13908
716552433,Less than $40K,15926
780118158,Less than $40K,15656
713668158,Unknown,9212
709249083,$60K - $80K,8672
717081483,$80K - $120K,16606
708974283,$60K - $80K,15427
713399583,$80K - $120K,8636
713293983,$60K - $80K,15313
827318958,Less than $40K,14261
709608708,$60K - $80K,9451
710939283,$40K - $60K,16078
770824833,$40K - $60K,16236
779082633,$60K - $80K,14596
720515883,Less than $40K,16469
747885858,Less than $40K,14571
779140533,$120K +,15195
715291908,$40K - $60K,13988
709977933,$80K - $120K,8517
716454858,Less than $40K,14257
720539583,$60K - $80K,14103
739021908,$40K - $60K,13222
711289533,$80K - $120K,14043
716464533,Less than $40K,13783
710590683,$120K +,7729
710081208,$120K +,7886
717482658,$80K - $120K,14485
712246983,$80K - $120K,15338
711460458,$40K - $60K,10583
716708583,$120K +,7667
715150983,Unknown,8898
717991533,$40K - $60K,16461
797641683,$80K - $120K,16256
714879483,$80K - $120K,7773
720105933,$40K - $60K,15243
804670758,Unknown,15903
818987958,$40K - $60K,14662
824160333,$120K +,15399
714919308,Less than $40K,8620
779692608,$60K - $80K,15097
717774333,$60K - $80K,5189
718140783,$60K - $80K,18484
804431283,Less than $40K,14651
758802333,$120K +,14641
720237408,$80K - $120K,15004
713787333,Less than $40K,14731
709660233,$80K - $120K,7775
721005108,$40K - $60K,14994
712627083,$80K - $120K,9867
711433908,Less than $40K,9061
789937683,$40K - $60K,15559
711788583,Less than $40K,15075
819196158,Less than $40K,15013
710207208,Less than $40K,13148
713994108,$60K - $80K,15851
711745233,Unknown,9351
721455558,$60K - $80K,14713
710721858,$40K - $60K,8246
769206483,$120K +,13986
712080333,$120K +,16252
712457208,$80K - $120K,8100
719934783,$80K - $120K,14651
709589208,$60K - $80K,14409
714860808,Less than $40K,15709
713934633,Less than $40K,8935
715923408,Less than $40K,14999
778956033,$80K - $120K,15151
712260633,Unknown,13643
720971358,$80K - $120K,14838
719701383,$60K - $80K,14304
764316708,Less than $40K,16423
715545933,$120K +,14268
714524583,$80K - $120K,9441
780079833,$60K - $80K,14728
714199008,$120K +,6100
719941533,Less than $40K,16266
719326758,Less than $40K,9226
708964683,Unknown,14542
718840833,$40K - $60K,9610
797228883,$40K - $60K,14340
709566408,Less than $40K,9640
780097533,$80K - $120K,15148
715020933,Unknown,9360
711149133,Unknown,8759
716832858,$60K - $80K,7412
715154058,Less than $40K,9274
789497283,$120K +,7572
711834708,$80K - $120K,16191
785038908,Less than $40K,17119
720001758,Less than $40K,13588
778428108,Less than $40K,17437
788741733,Less than $40K,14614
717355533,$120K +,13759
735825258,Less than $40K,15467
714544908,$60K - $80K,8979
818712633,Less than $40K,16100
709831983,$120K +,15176
789398733,$120K +,16179
717316008,$120K +,14977
714677583,Unknown,8757
767348733,$60K - $80K,15865
779900808,$60K - $80K,14950
719900733,$40K - $60K,14641
816517683,Less than $40K,14719
755305683,$60K - $80K,15163
715769958,$40K - $60K,14969
715493733,$40K - $60K,9088
827440458,$80K - $120K,7527
720128658,$120K +,8943
714684108,$40K - $60K,8565
708942408,$40K - $60K,16937
779134458,Less than $40K,8130
709578258,Less than $40K,14321
718043583,$120K +,15111
715186608,$80K - $120K,14565
708447858,Less than $40K,15107
718071933,$40K - $60K,15842
771217758,Less than $40K,16920
721210158,$40K - $60K,14740
788779983,$80K - $120K,16401
766273533,$80K - $120K,15055
717390408,$40K - $60K,7590
817035108,Less than $40K,15585
713281833,$40K - $60K,9456
771982083,$80K - $120K,14418
717642633,$60K - $80K,17995
772721208,$60K - $80K,16293
714385983,Less than $40K,16319
712516608,$80K - $120K,14822
714725883,$40K - $60K,15123
709398708,$60K - $80K,15925
709159308,Less than $40K,16622
711348033,$40K - $60K,16202
718170033,Unknown,15905
718161708,Less than $40K,14908
713768358,$40K - $60K,15380
720328983,Less than $40K,7636
712296408,$40K - $60K,15681
719106783,$80K - $120K,16344
713437008,Unknown,9038
719574033,$60K - $80K,15349
716123283,$60K - $80K,14873
789023508,$80K - $120K,15490
710005683,$80K - $120K,16518
801036033,$40K - $60K,17744
709094358,Less than $40K,16737
718372458,$40K - $60K,14501
720608658,Less than $40K,16706
